TAXA	Abiotrophia defectiva	Actinobaculum sp. oral taxon 183	Actinomyces massiliensis	Actinomyces oris	Actinomyces sp. oral taxon 170	Actinomyces sp. oral taxon 175	Aerococcus christensenii	Aggregatibacter aphrophilus	Campylobacter concisus	Capnocytophaga gingivalis	Capnocytophaga sp. oral taxon 329	Capnocytophaga sputigena	Cardiobacterium valvarum	Comamonas testosteroni	Corynebacterium durum	Corynebacterium matruchotii	Corynebacterium pyruviciproducens	Cupriavidus basilensis	Dialister micraerophilus	Facklamia ignava	Gardnerella vaginalis	Haemophilus parainfluenzae	Herbaspirillum huttiense	Herbaspirillum sp. B39	Herbaspirillum sp. GW103	Kingella oralis	Lactobacillus coleohominis	Lactobacillus crispatus	Lactobacillus gasseri	Lactobacillus helveticus	Lactobacillus iners	Lactobacillus jensenii	Lactobacillus kefiranofaciens	Lactobacillus oris	Lactobacillus reuteri	Lactobacillus ultunensis	Lactobacillus vaginalis	Lautropia mirabilis	Lawsonella clevelandensis	Mycobacterium abscessus	Mycobacterium chelonae	Neisseria sp. oral taxon 014	Nocardia otitidiscaviarum	Ottowia sp. oral taxon 894	Peptoniphilus harei	Peptoniphilus sp. BV3AC2	Porphyromonas catoniae	Prevotella bergensis	Prevotella bivia	Prevotella buccalis	Prevotella disiens	Prevotella timonensis	Propionibacterium propionicum	Pseudomonas fluorescens	Pseudomonas frederiksbergensis	Pseudomonas mandelii	Pseudomonas orientalis	Pseudomonas sp. Ag1	Pseudomonas sp. DSM 29167	Pseudomonas sp. Eur1 9.41	Pseudomonas sp. FH1	Pseudomonas sp. NBRC 111132	Pseudomonas sp. NBRC 111134	Pseudomonas sp. Root9	Pseudomonas synxantha	Rothia aeria	Rothia dentocariosa	Rothia mucilaginosa	Sphingobium yanoikuyae	Sphingopyxis macrogoltabida	Sphingopyxis sp. H050	Sphingopyxis sp. H115	Sphingopyxis sp. LC81	Sphingopyxis sp. Root1497	Stenotrophomonas maltophilia	Streptococcus pneumoniae	Streptococcus sanguinis	Ureaplasma parvum	Veillonella parvula
Pseudomonas sp. NBRC 111134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9146855071598035	0.0	0.0	0.9045340337332909	0.0	0.0	0.0	0.0	0.0	0.0	0.9273929637274867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9045340337332909	0.0	0.0	0.0	0.0	0.9710607611177229	0.0	0.0	0.0	0.0	0.9515226836973145	0.0	0.9045340337332909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudomonas sp. Root9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9801960588196067	0.0	0.0	0.9847235566212637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9898908620972616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9683144553703061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9594600110030072	0.0	0.0	0.0	0.9801960588196067	0.9801960588196067	0.9801960588196067	0.0	0.9740750188033873	0.9710607611177229	0.0	0.9801960588196067	0.0	0.0	0.0	0.9974461251201172	0.0	0.9801960588196067	0.0	0.0	0.0	0.9215686274509802	0.9801960588196067	0.0	0.9801960588196067	0.0
Pseudomonas synxantha	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.999666043271478	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9983550624591067	0.0	0.9045340337332909	0.0	0.0	0.0	0.9428090415820631	0.0	0.0	0.9622504486493761	0.9878783399072132	0.0	0.0	0.0	0.0	0.9045340337332909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9962725072187499	0.0	0.9045340337332909	0.0	1.0	1.0	1.0	0.9045340337332909	0.9995837668914376	0.0	0.9801960588196067	0.0	0.0	0.0	0.0	0.9918365981341756	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
Rothia aeria	0.0	0.9961164901835045	0.9918365981341755	1.0	1.0	0.0	1.0	1.0	0.0	0.980196058819607	0.9878783399072132	0.0	0.0	0.0	1.0	0.9977401101057178	1.0	0.0	0.9622504486493764	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.9953073415382055	0.0	0.0	0.0	0.0	0.9998852355536474	0.0	0.0	0.0	0.0	0.0	0.9901475429766742	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.9622504486493764	1.0	1.0	0.9622504486493764	0.9972413740548081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.995584967399958	0.9045340337332909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Rothia dentocariosa	0.0	0.9999829251009541	0.9994267903373105	0.995584967399958	0.995584967399958	0.9405645081081337	0.995584967399958	0.995584967399958	0.0	0.9572804905747145	0.968946205204512	0.0	0.0	0.0	0.995584967399958	0.9870281657551795	0.995584967399958	0.0	0.9835488037238294	0.0	0.0	0.0	0.0	0.0	0.0	0.995584967399958	0.982296392159312	0.0	0.0	0.0	0.0	0.9940629732853075	0.0	0.0	0.0	0.0	0.0	0.9989196894195219	0.995584967399958	0.0	0.0	0.995584967399958	0.0	0.995584967399958	0.0	0.0	0.995584967399958	0.0	0.9580020815491845	0.995584967399958	0.995584967399958	0.9835488037238294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.995584967399958	0.0	0.9405645081081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8605164648648883	0.0	0.995584967399958
Rothia mucilaginosa	0.0	0.9385638197228472	0.9515226836973145	0.0	0.9045340337332909	1.0000000000000002	0.9045340337332909	0.9045340337332909	0.8703882797784894	0.0	0.0	0.0	0.0	0.0	0.0	0.8738394138269332	0.9045340337332909	0.0	0.9864400504156212	0.0	0.0	0.0	0.0	0.0	0.0	0.9045340337332909	0.0	0.0	0.0	0.0	0.0	0.8980352641961065	0.0	0.0	0.0	0.0	0.0	0.9553302944424513	0.0	0.0	0.0	0.0	0.0	0.9045340337332909	0.0	0.0	0.9045340337332909	0.0	0.0	0.0	0.0	0.9864400504156213	0.9336892455805611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9045340337332909	0.9405645081081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9045340337332909
Sphingobium yanoikuyae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9918365981341756	0.0	0.0	0.0	0.9918365981341756	0.0	0.0	0.9946315012102275	0.0	0.0	0.9918365981341756	0.0	0.0	0.0	0.0	0.0	0.0	0.9974860086506453	0.0	0.8971499589146108	0.0	0.0	0.0	0.8926073982886734	0.0	0.0	0.9196899311217912	0.9798138920240069	0.0	0.0	0.0	0.0	0.8971499589146108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9771398364036776	0.0	0.0	0.0	0.0	0.9918365981341756	0.9918365981341756	0.0	0.0	0.9515226836973145	0.9974461251201172	0.9918365981341756	0.0	0.0	0.0	0.0	0.0	0.9918365981341756	0.0	0.0	0.0	0.9469425238482125	0.9918365981341756	0.0	0.9918365981341756	0.0
Sphingopyxis macrogoltabida	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0
Sphingopyxis sp. H050	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.999666043271478	0.0	0.9981149841863164	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9622504486493761	0.9878783399072132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9045340337332909	0.0	1.0	1.0	1.0	0.0	0.9995837668914376	0.9045340337332909	0.9801960588196067	1.0	0.0	0.0	0.0	0.9918365981341756	0.0	0.0	0.0	0.0	0.0	0.9801960588196067	1.0	0.0	1.0	0.0
Sphingopyxis sp. H115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.9908673886137319	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.8703882797784894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sphingopyxis sp. LC81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0
Sphingopyxis sp. Root1497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0
Stenotrophomonas maltophilia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9801960588196067	0.0	0.0	0.0	0.9801960588196067	0.0	0.0	0.9750138748797227	0.0	0.9905017696954042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9672765329527758	0.0	0.8866206949335729	0.0	0.0	0.0	0.9901475429766741	0.0	0.0	0.9970909029271464	0.9683144553703061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9710607611177229	0.0	0.9801960588196067	0.9801960588196067	0.9801960588196067	0.0	0.0	0.0	0.9215686274509802	0.0	0.0	0.0	0.0	0.9469425238482125	0.0	0.9801960588196067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus pneumoniae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.999666043271478	0.0	0.9981149841863164	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9983550624591067	0.0	0.9045340337332909	0.0	0.0	0.0	0.9428090415820631	0.0	0.0	0.9622504486493761	0.9878783399072132	0.0	0.0	0.0	0.0	0.9045340337332909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9962725072187499	0.0	0.9045340337332909	0.0	1.0	1.0	1.0	0.9045340337332909	0.9995837668914376	0.0	0.9801960588196067	1.0	0.0	0.0	0.0	0.9918365981341756	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Streptococcus sanguinis	0.0	0.8634787141450195	0.0	0.9045340337332909	0.0	0.0	0.9045340337332909	0.0	0.0	0.0	0.9597599188661682	0.0	0.0	0.0	0.0	0.9311403589959124	0.9045340337332909	0.0	0.0	0.0	0.0	0.8703882797784894	0.0	0.0	0.0	0.9045340337332909	0.9394323802913858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9045340337332909	0.0	0.0	0.0	0.0	0.9045340337332909	0.0	0.0	0.9045340337332909	0.0	0.0	0.9045340337332909	0.9045340337332909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8605164648648883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9045340337332909
Ureaplasma parvum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.9981149841863164	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9983550624591067	0.0	0.0	0.0	0.0	0.0	0.9428090415820631	0.0	0.0	0.9622504486493761	0.9878783399072132	0.0	0.0	0.0	0.0	0.9045340337332909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9962725072187499	0.0	0.9045340337332909	0.0	1.0	0.0	1.0	0.9045340337332909	0.0	0.0	0.9801960588196067	1.0	0.0	0.0	0.0	0.9918365981341756	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Veillonella parvula	0.0	0.9961164901835045	0.9918365981341755	1.0	0.0	0.9045340337332909	1.0	1.0	0.0	0.0	0.9878783399072132	0.0	0.0	0.0	1.0	0.9977401101057178	1.0	0.0	0.9622504486493764	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.9953073415382055	0.0	0.0	0.0	0.0	0.9998852355536474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.9622504486493764	1.0	1.0	0.9622504486493764	0.9972413740548081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.995584967399958	0.9045340337332909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9045340337332909	0.0	0.0
