	source	source_freq	source_type	target_type	fscolor	spect_cluster	commun_cluster	spect_color	comm_color
18694	Veillonella montpellierensis	4	Attached	Attached	#4e4dfc	1.0	0.0	#ff0000	#8000ff
18716	Veillonella parvula	33	Buccal_mucosa	Supragingival_plaque	#1996f3	0.0	3.0	#8000ff	#feb562
18774	Veillonella seminalis	1	Attached	Attached	#4e4dfc	0.0	0.0	#8000ff	#8000ff
18800	Veillonella sp. 3_1_44	17	Saliva	Buccal_mucosa	#7effb5	1.0	3.0	#ff0000	#feb562
18854	Veillonella sp. 6_1_27	18	Tongue_dorsum	Supragingival_plaque	#ff0000	1.0	3.0	#ff0000	#feb562
18876	Veillonella sp. ACP1	10	Saliva	Tongue_dorsum	#7effb5	1.0	3.0	#ff0000	#feb562
18948	Veillonella sp. AS16	10	Tongue_dorsum	Tongue_dorsum	#ff0000	1.0	0.0	#ff0000	#8000ff
18954	Veillonella sp. HPA0037	9	Saliva	Tongue_dorsum	#7effb5	0.0	3.0	#8000ff	#feb562
18990	Veillonella sp. ICM51a	11	Saliva	Tongue_dorsum	#7effb5	1.0	3.0	#ff0000	#feb562
19028	Veillonella sp. oral taxon 158	26	Tongue_dorsum	Buccal_mucosa	#ff0000	0.0	3.0	#8000ff	#feb562
19118	Veillonella sp. oral taxon 780	20	Attached	Attached	#4e4dfc	1.0	0.0	#ff0000	#8000ff
19160	Veillonella tobetsuensis	12	Tongue_dorsum	Tongue_dorsum	#ff0000	1.0	4.0	#ff0000	#ff0000
19168	Vibrio cholerae	1	Buccal_mucosa	Buccal_mucosa	#1996f3	1.0	4.0	#ff0000	#ff0000
19174	Vibrio vulnificus	1	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
19186	Xanthomonas campestris	2	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
19198	Xenorhabdus bovienii	1	Saliva	Saliva	#7effb5	1.0	4.0	#ff0000	#ff0000
19234	Xylanimonas cellulosilytica	10	Tongue_dorsum	Tongue_dorsum	#ff0000	1.0	3.0	#ff0000	#feb562
