	source	source_freq	source_type	target_type	fscolor	spect_cluster	commun_cluster	spect_color	comm_color
2058	Capnocytophaga sp. oral taxon 338	23	Subgingival_plaque	Subgingival_plaque	#e4cf74	0.0	3.0	#8000ff	#feb562
2080	Capnocytophaga sp. oral taxon 380	11	Supragingival_plaque	Supragingival_plaque	#ff964f	1.0	3.0	#ff0000	#feb562
2110	Capnocytophaga sp. oral taxon 412	10	Subgingival_plaque	Supragingival_plaque	#e4cf74	1.0	3.0	#ff0000	#feb562
2142	Capnocytophaga sp. oral taxon 863	21	Supragingival_plaque	Supragingival_plaque	#ff964f	1.0	3.0	#ff0000	#feb562
2176	Capnocytophaga sputigena	28	Supragingival_plaque	Subgingival_plaque	#ff964f	1.0	3.0	#ff0000	#feb562
2200	Cardiobacterium hominis	13	Subgingival_plaque	Subgingival_plaque	#e4cf74	1.0	3.0	#ff0000	#feb562
2228	Cardiobacterium valvarum	15	Subgingival_plaque	Supragingival_plaque	#e4cf74	0.0	3.0	#8000ff	#feb562
2244	Carnobacterium divergens	3	Saliva	Saliva	#7effb5	1.0	4.0	#ff0000	#ff0000
2258	Carnobacterium maltaromaticum	20	Tongue_dorsum	Tongue_dorsum	#ff0000	0.0	3.0	#8000ff	#feb562
2266	Catabacter hongkongensis	1	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
2274	Catenibacterium mitsuokai	7	Stool	Stool	#b2f396	0.0	4.0	#8000ff	#ff0000
2277	Butyrivibrio crossotus	14	Stool	Stool	#b2f396	1.0	4.0	#ff0000	#ff0000
2278	Catonella morbi	23	Subgingival_plaque	Supragingival_plaque	#e4cf74	0.0	3.0	#8000ff	#feb562
2298	Cellulomonas flavigena	1	Throat	Saliva	#ff5029	1.0	4.0	#ff0000	#ff0000
2302	Centipeda periodontii	16	Subgingival_plaque	Buccal_mucosa	#e4cf74	0.0	3.0	#8000ff	#feb562
2311	Campylobacter ureolyticus	6	Anterior_nares	Subgingival_plaque	#8000ff	0.0	3.0	#8000ff	#feb562
2322	Clostridia bacterium UC5.1-1D1	10	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
2346	Clostridia bacterium UC5.1-1D10	7	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
2352	Clostridia bacterium UC5.1-1E11	9	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
2362	Clostridia bacterium UC5.1-2F7	12	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
2402	Clostridia bacterium UC5.1-2H11	2	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
2415	Cellulomonas carbonis	2	Stool	Stool	#b2f396	1.0	4.0	#ff0000	#ff0000
2416	Clostridiaceae bacterium MS3	3	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
2430	Clostridiales bacterium 1_7_47FAA	1	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
2444	Clostridiales bacterium NK3B98	1	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
2458	Clostridiales bacterium S5-A14a	1	Posterior_fornix	Posterior_fornix	#4df3ce	0.0	2.0	#8000ff	#7effb5
2460	Clostridiales bacterium VE202-01	6	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
2494	Clostridiales bacterium VE202-03	15	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
2520	Clostridiales bacterium VE202-13	4	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
2526	Clostridiales bacterium VE202-14	1	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
2536	Clostridiales bacterium VE202-15	1	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
2550	Clostridiales bacterium VE202-16	5	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
2556	Clostridiales bacterium VE202-21	11	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
2610	Clostridiales bacterium VE202-27	10	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
2628	Clostridiales bacterium VE202-28	2	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
2652	Clostridium botulinum	1	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
2668	Clostridium colicanis	1	Posterior_fornix	Posterior_fornix	#4df3ce	0.0	2.0	#8000ff	#7effb5
2670	Clostridium perfringens	2	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
2696	Clostridium sartagoforme	1	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
2714	Clostridium sp. 7_2_43FAA	1	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
2732	Clostridium sp. 7_3_54FAA	9	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
2752	Clostridium sp. ASF502	2	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
2792	Clostridium sp. ATCC 29733	11	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
2820	Clostridium sp. ATCC BAA-442	16	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
2892	Clostridium sp. C8	1	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
2912	Clostridium sp. FS41	1	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
2920	Clostridium sp. GD3	15	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
2934	Clostridium sp. HGF2	2	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
2956	Clostridium sp. KLE 1755	2	Stool	Stool	#b2f396	1.0	4.0	#ff0000	#ff0000
2962	Clostridium sp. KNHs214	1	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
2970	Clostridium sp. L2-50	12	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
2992	Clostridium sp. M62/1	14	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
3034	Clostridium sp. ND2	2	Posterior_fornix	Throat	#4df3ce	0.0	2.0	#8000ff	#7effb5
3046	Clostridium sp. SS2/1	3	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
3047	[Clostridium] sordellii	1	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
3055	Clostridium dakarense	1	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
3057	Clostridium sp. JCC	3	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
3058	Collinsella aerofaciens	10	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
3070	Collinsella intestinalis	1	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
3074	Collinsella sp. 4_8_47FAA	9	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
3086	Collinsella stercoris	1	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
3096	Collinsella tanakaei	1	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
3100	Comamonas testosteroni	2	Mid_vagina	Throat	#18cde4	0.0	2.0	#8000ff	#7effb5
3114	Coprobacillus sp. 3_3_56FAA	1	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
3116	Coprobacillus sp. 8_1_38FAA	5	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
3128	Coprobacter fastidiosus	2	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
3130	Coprobacter secundus	4	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
3142	Coprococcus comes	13	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
3166	Coprococcus eutactus	12	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
3198	Coprococcus sp. HPP0048	3	Stool	Stool	#b2f396	1.0	4.0	#ff0000	#ff0000
3206	Coprococcus sp. HPP0074	1	Stool	Stool	#b2f396	0.0	4.0	#8000ff	#ff0000
3212	Coriobacteriaceae bacterium BV3Ac1	1	Posterior_fornix	Posterior_fornix	#4df3ce	0.0	2.0	#8000ff	#7effb5
3218	Corynebacterium accolens	7	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
3219	Anaerococcus provenciensis	5	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
3220	Corynebacterium ammoniagenes	3	Anterior_nares	Anterior_nares	#8000ff	0.0	2.0	#8000ff	#7effb5
3226	Corynebacterium argentoratense	4	Saliva	Subgingival_plaque	#7effb5	0.0	3.0	#8000ff	#feb562
3236	Corynebacterium aurimucosum	6	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
3240	Corynebacterium camporealensis	1	Anterior_nares	Throat	#8000ff	1.0	2.0	#ff0000	#7effb5
3244	Corynebacterium casei	1	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
3246	Corynebacterium diphtheriae	8	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
3254	Corynebacterium durum	31	Supragingival_plaque	Supragingival_plaque	#ff964f	1.0	3.0	#ff0000	#feb562
3272	Corynebacterium genitalium	1	Anterior_nares	Anterior_nares	#8000ff	0.0	2.0	#8000ff	#7effb5
3276	Corynebacterium kroppenstedtii	2	Anterior_nares	Throat	#8000ff	1.0	2.0	#ff0000	#7effb5
3280	Corynebacterium massiliense	1	Anterior_nares	Anterior_nares	#8000ff	0.0	2.0	#8000ff	#7effb5
3284	Corynebacterium matruchotii	28	Supragingival_plaque	Subgingival_plaque	#ff964f	1.0	3.0	#ff0000	#feb562
3290	Corynebacterium propinquum	4	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
3292	Corynebacterium pseudodiphtheriticum	4	Anterior_nares	Anterior_nares	#8000ff	0.0	2.0	#8000ff	#7effb5
3302	Corynebacterium pseudogenitalium	4	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
3314	Corynebacterium renale	1	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
3318	Corynebacterium riegelii	2	Posterior_fornix	Posterior_fornix	#4df3ce	0.0	2.0	#8000ff	#7effb5
3319	Aerococcus christensenii	3	Posterior_fornix	Posterior_fornix	#4df3ce	1.0	2.0	#ff0000	#7effb5
3321	Brevibacterium massiliense	1	Posterior_fornix	Posterior_fornix	#4df3ce	1.0	2.0	#ff0000	#7effb5
3323	Burkholderia cepacia	1	Posterior_fornix	Posterior_fornix	#4df3ce	1.0	2.0	#ff0000	#7effb5
3325	Chryseobacterium haifense	1	Posterior_fornix	Posterior_fornix	#4df3ce	1.0	2.0	#ff0000	#7effb5
3326	Corynebacterium sp. GD7	1	Anterior_nares	Throat	#8000ff	1.0	2.0	#ff0000	#7effb5
3330	Corynebacterium sp. KPL1818	7	Anterior_nares	Anterior_nares	#8000ff	0.0	2.0	#8000ff	#7effb5
3338	Corynebacterium sp. KPL1824	5	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
3356	Corynebacterium tuberculostearicum	4	Anterior_nares	Anterior_nares	#8000ff	0.0	2.0	#8000ff	#7effb5
3357	Corynebacterium minutissimum	2	Anterior_nares	Anterior_nares	#8000ff	0.0	2.0	#8000ff	#7effb5
3360	Crocosphaera watsonii	1	Anterior_nares	Throat	#8000ff	1.0	2.0	#ff0000	#7effb5
3364	Cupriavidus basilensis	3	Mid_vagina	Posterior_fornix	#18cde4	0.0	2.0	#8000ff	#7effb5
3384	Cupriavidus metallidurans	2	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
3398	Dechloromonas agitata	2	Buccal_mucosa	Buccal_mucosa	#1996f3	0.0	2.0	#8000ff	#7effb5
3399	Acidovorax delafieldii	1	Buccal_mucosa	Buccal_mucosa	#1996f3	0.0	2.0	#8000ff	#7effb5
3401	Acidovorax ebreus	1	Buccal_mucosa	Buccal_mucosa	#1996f3	0.0	2.0	#8000ff	#7effb5
3403	Acidovorax sp. JS42	1	Buccal_mucosa	Buccal_mucosa	#1996f3	0.0	2.0	#8000ff	#7effb5
3405	Atopobium sp. oral taxon 810	1	Buccal_mucosa	Buccal_mucosa	#1996f3	0.0	2.0	#8000ff	#7effb5
3407	Comamonas aquatica	1	Buccal_mucosa	Buccal_mucosa	#1996f3	0.0	2.0	#8000ff	#7effb5
3408	Dehalobacter sp. FTH1	2	Buccal_mucosa	Buccal_mucosa	#1996f3	1.0	0.0	#ff0000	#8000ff
3424	Delftia sp. Cs1-4	1	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
3432	Desulfotomaculum nigrificans	1	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
3452	Desulfovibrio desulfuricans	3	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
3472	Desulfovibrio piger	1	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
3492	Dialister invisus	35	Stool	Anterior_nares	#b2f396	1.0	3.0	#ff0000	#feb562
3498	Dialister micraerophilus	6	Saliva	Posterior_fornix	#7effb5	0.0	2.0	#8000ff	#7effb5
3504	Dialister succinatiphilus	1	Stool	Stool	#b2f396	1.0	4.0	#ff0000	#ff0000
3510	Dielma fastidiosa	5	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
3536	Dolosigranulum pigrum	5	Anterior_nares	Anterior_nares	#8000ff	0.0	2.0	#8000ff	#7effb5
3546	Dorea formicigenerans	13	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
3586	Dorea longicatena	14	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
3612	Dorea sp. AGR2135	6	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
3628	Echinicola pacifica	2	Buccal_mucosa	Buccal_mucosa	#1996f3	1.0	0.0	#ff0000	#8000ff
3646	Eggerthella sp. YY7918	1	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
3656	Eggerthia catenaformis	1	Throat	Subgingival_plaque	#ff5029	1.0	4.0	#ff0000	#ff0000
3658	Eikenella corrodens	16	Subgingival_plaque	Supragingival_plaque	#e4cf74	1.0	3.0	#ff0000	#feb562
3676	Elizabethkingia anophelis	1	Buccal_mucosa	Buccal_mucosa	#1996f3	0.0	2.0	#8000ff	#7effb5
3678	Enhydrobacter aerosaccus	2	Posterior_fornix	Throat	#4df3ce	0.0	2.0	#8000ff	#7effb5
3696	Enterobacter aerogenes	1	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
3698	Enterococcus cecorum	2	Buccal_mucosa	Buccal_mucosa	#1996f3	1.0	0.0	#ff0000	#8000ff
3718	Enterococcus faecalis	4	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
3728	Enterococcus faecium	3	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
3762	Enterorhabdus mucosicola	1	Stool	Stool	#b2f396	1.0	4.0	#ff0000	#ff0000
3770	Erysipelotrichaceae bacterium 2_2_44A	3	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
3804	Erysipelotrichaceae bacterium 21_3	3	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
3844	Erysipelotrichaceae bacterium 3_1_53	3	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
3850	Erysipelotrichaceae bacterium 5_2_54FAA	1	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
3866	Erysipelotrichaceae bacterium 6_1_45	8	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
3906	Escherichia coli	8	Stool	Stool	#b2f396	1.0	4.0	#ff0000	#ff0000
3914	Eubacterium brachy	21	Subgingival_plaque	Supragingival_plaque	#e4cf74	1.0	3.0	#ff0000	#feb562
3936	Eubacterium desmolans	3	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
3958	Eubacterium limosum	2	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
4004	Eubacterium plexicaudatum	1	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
4030	Eubacterium ramulus	14	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
4056	Eubacterium saphenum	1	Supragingival_plaque	Supragingival_plaque	#ff964f	0.0	4.0	#8000ff	#ff0000
4058	Eubacterium sp. 3_1_31	4	Anterior_nares	Stool	#8000ff	1.0	1.0	#ff0000	#01b3ec
4066	Eubacterium sp. AB3007	1	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
4068	Eubacterium sp. ER2	3	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
4106	Eubacterium sp. SB2	1	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
4134	Eubacterium ventriosum	13	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
4136	Exiguobacterium marinum	1	Anterior_nares	Throat	#8000ff	0.0	2.0	#8000ff	#7effb5
4140	Exiguobacterium sp. S17	1	Posterior_fornix	Posterior_fornix	#4df3ce	1.0	2.0	#ff0000	#7effb5
4150	Facklamia hominis	2	Anterior_nares	Anterior_nares	#8000ff	0.0	2.0	#8000ff	#7effb5
4166	Facklamia ignava	1	Posterior_fornix	Posterior_fornix	#4df3ce	0.0	2.0	#8000ff	#7effb5
4170	Faecalibacterium prausnitzii	28	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
4184	Faecalicoccus pleomorphus	1	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
4198	Faecalitalea cylindroides	3	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
4210	Fenollaria massiliensis	1	Posterior_fornix	Posterior_fornix	#4df3ce	1.0	2.0	#ff0000	#7effb5
4220	Filifactor alocis	10	Throat	Throat	#ff5029	1.0	3.0	#ff0000	#feb562
4224	Finegoldia magna	13	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
4225	Corynebacterium jeikeium	5	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
4226	Firmicutes bacterium ASF500	7	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
4246	Flavonifractor plautii	15	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
4336	Fusobacterium hwasookii	19	Supragingival_plaque	Tongue_dorsum	#ff964f	1.0	3.0	#ff0000	#feb562
4358	Fusobacterium necrophorum	2	Throat	Supragingival_plaque	#ff5029	1.0	4.0	#ff0000	#ff0000
4366	Fusobacterium nucleatum	25	Throat	Subgingival_plaque	#ff5029	1.0	3.0	#ff0000	#feb562
4402	Fusobacterium periodonticum	24	Tongue_dorsum	Buccal_mucosa	#ff0000	1.0	3.0	#ff0000	#feb562
4404	Fusobacterium sp. CM21	4	Throat	Supragingival_plaque	#ff5029	0.0	3.0	#8000ff	#feb562
4406	Fusobacterium sp. CM22	13	Supragingival_plaque	Subgingival_plaque	#ff964f	0.0	3.0	#8000ff	#feb562
4410	Fusobacterium sp. OBRC1	7	Supragingival_plaque	Supragingival_plaque	#ff964f	1.0	3.0	#ff0000	#feb562
4412	Fusobacterium sp. oral taxon 370	10	Tongue_dorsum	Tongue_dorsum	#ff0000	1.0	3.0	#ff0000	#feb562
4422	Fusobacterium ulcerans	1	Stool	Buccal_mucosa	#b2f396	0.0	4.0	#8000ff	#ff0000
4424	Gallibacterium anatis	5	Attached	Buccal_mucosa	#4e4dfc	1.0	0.0	#ff0000	#8000ff
4442	Gallibacterium genomosp. 1	2	Buccal_mucosa	Buccal_mucosa	#1996f3	1.0	0.0	#ff0000	#8000ff
4466	Gardnerella vaginalis	12	Posterior_fornix	Posterior_fornix	#4df3ce	0.0	2.0	#8000ff	#7effb5
4472	Gemella bergeri	5	Attached	Buccal_mucosa	#4e4dfc	0.0	0.0	#8000ff	#8000ff
4500	Gemella cuniculi	5	Attached	Buccal_mucosa	#4e4dfc	0.0	0.0	#8000ff	#8000ff
4528	Gemella haemolysans	29	Buccal_mucosa	Buccal_mucosa	#1996f3	1.0	0.0	#ff0000	#8000ff
4530	Gemella morbillorum	26	Supragingival_plaque	Buccal_mucosa	#ff964f	1.0	3.0	#ff0000	#feb562
4552	Gemella sanguinis	21	Tongue_dorsum	Buccal_mucosa	#ff0000	0.0	3.0	#8000ff	#feb562
4556	Gordonibacter pamelaeae	6	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
4638	Granulicatella adiacens	24	Mixed	Tongue_dorsum	#cccccc	0.0	3.0	#8000ff	#feb562
4656	Granulicatella elegans	20	Attached	Attached	#4e4dfc	1.0	0.0	#ff0000	#8000ff
4668	Gulbenkiania mobilis	1	Anterior_nares	Throat	#8000ff	1.0	2.0	#ff0000	#7effb5
4672	Haemophilus haemolyticus	24	Attached	Buccal_mucosa	#4e4dfc	1.0	0.0	#ff0000	#8000ff
4686	Haemophilus influenzae	30	Buccal_mucosa	Buccal_mucosa	#1996f3	0.0	0.0	#8000ff	#8000ff
4692	Haemophilus parahaemolyticus	22	Buccal_mucosa	Buccal_mucosa	#1996f3	0.0	0.0	#8000ff	#8000ff
4716	Haemophilus parainfluenzae	35	Tongue_dorsum	Buccal_mucosa	#ff0000	1.0	3.0	#ff0000	#feb562
4726	Haemophilus paraphrohaemolyticus	13	Buccal_mucosa	Tongue_dorsum	#1996f3	1.0	0.0	#ff0000	#8000ff
4748	Haemophilus sp. C1	9	Buccal_mucosa	Saliva	#1996f3	0.0	0.0	#8000ff	#8000ff
4750	Haemophilus sp. oral taxon 851	9	Attached	Tongue_dorsum	#4e4dfc	0.0	0.0	#8000ff	#8000ff
4760	Haemophilus sputorum	18	Buccal_mucosa	Tongue_dorsum	#1996f3	0.0	3.0	#8000ff	#feb562
4782	Hallella seregens	1	Stool	Stool	#b2f396	1.0	4.0	#ff0000	#ff0000
4790	Helicobacter suis	1	Anterior_nares	Throat	#8000ff	0.0	2.0	#8000ff	#7effb5
4794	Herbaspirillum huttiense	3	Mid_vagina	Throat	#18cde4	0.0	2.0	#8000ff	#7effb5
4818	Herbaspirillum sp. B39	2	Mid_vagina	Throat	#18cde4	0.0	2.0	#8000ff	#7effb5
4844	Holdemanella biformis	5	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
4876	Holdemania filiformis	11	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
4932	Holdemania massiliensis	4	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
4950	Hungatella hathewayi	15	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
4992	Intestinimonas butyriciproducens	16	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
5022	Intestinimonas sp. GD2	14	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
5082	Isoptericola variabilis	9	Tongue_dorsum	Anterior_nares	#ff0000	1.0	3.0	#ff0000	#feb562
5083	Acidovorax caeni	3	Anterior_nares	Tongue_dorsum	#8000ff	1.0	0.0	#ff0000	#8000ff
5092	Johnsonella ignava	15	Subgingival_plaque	Supragingival_plaque	#e4cf74	1.0	3.0	#ff0000	#feb562
5098	Kandleria vitulina	1	Stool	Stool	#b2f396	1.0	4.0	#ff0000	#ff0000
5106	Kingella denitrificans	18	Supragingival_plaque	Saliva	#ff964f	0.0	3.0	#8000ff	#feb562
5114	Kingella kingae	10	Attached	Buccal_mucosa	#4e4dfc	0.0	0.0	#8000ff	#8000ff
5131	Chlamydia trachomatis	8	Attached	Attached	#4e4dfc	1.0	0.0	#ff0000	#8000ff
5136	Kingella oralis	26	Supragingival_plaque	Supragingival_plaque	#ff964f	0.0	3.0	#8000ff	#feb562
5176	Kingella sp. Sch538	2	Attached	Attached	#4e4dfc	1.0	0.0	#ff0000	#8000ff
5194	Klebsiella oxytoca	1	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
5202	Kocuria kristinae	2	Anterior_nares	Anterior_nares	#8000ff	0.0	2.0	#8000ff	#7effb5
5220	Kocuria rhizophila	2	Anterior_nares	Throat	#8000ff	0.0	2.0	#8000ff	#7effb5
5244	Kytococcus sedentarius	11	Saliva	Tongue_dorsum	#7effb5	1.0	3.0	#ff0000	#feb562
5266	Lachnoanaerobaculum saburreum	25	Tongue_dorsum	Subgingival_plaque	#ff0000	1.0	3.0	#ff0000	#feb562
5286	Lachnoanaerobaculum sp. ICM7	14	Tongue_dorsum	Buccal_mucosa	#ff0000	0.0	3.0	#8000ff	#feb562
5308	Lachnoanaerobaculum sp. MSX33	12	Tongue_dorsum	Saliva	#ff0000	0.0	0.0	#8000ff	#8000ff
5310	Lachnoanaerobaculum sp. OBRC5-5	10	Tongue_dorsum	Tongue_dorsum	#ff0000	0.0	3.0	#8000ff	#feb562
5316	Lachnospira multipara	3	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
5350	Lachnospiraceae bacterium 1_4_56FAA	3	Stool	Stool	#b2f396	1.0	4.0	#ff0000	#ff0000
5364	Lachnospiraceae bacterium 2_1_46FAA	1	Stool	Stool	#b2f396	1.0	4.0	#ff0000	#ff0000
5372	Lachnospiraceae bacterium 2_1_58FAA	2	Stool	Stool	#b2f396	0.0	4.0	#8000ff	#ff0000
5390	Lachnospiraceae bacterium 3_1_46FAA	10	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
5404	Lachnospiraceae bacterium 3_1_57FAA_CT1	2	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
5426	Lachnospiraceae bacterium 3-1	3	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
5478	Lachnospiraceae bacterium 5_1_63FAA	4	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
5488	Lachnospiraceae bacterium 6_1_37FAA	2	Stool	Stool	#b2f396	0.0	4.0	#8000ff	#ff0000
5520	Lachnospiraceae bacterium 6_1_63FAA	2	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
5552	Lachnospiraceae bacterium 7_1_58FAA	16	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
5618	Lachnospiraceae bacterium 9_1_43BFAA	2	Stool	Stool	#b2f396	0.0	4.0	#8000ff	#ff0000
5646	Lachnospiraceae bacterium A2	3	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
5694	Lachnospiraceae bacterium oral taxon 082	11	Tongue_dorsum	Tongue_dorsum	#ff0000	1.0	3.0	#ff0000	#feb562
5714	Lachnospiraceae bacterium oral taxon 500	19	Supragingival_plaque	Supragingival_plaque	#ff964f	1.0	3.0	#ff0000	#feb562
5734	Lachnospiraceae bacterium TF01-11	11	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
5758	Lactobacillus acidophilus	1	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
5766	Lactobacillus antri	1	Posterior_fornix	Posterior_fornix	#4df3ce	0.0	2.0	#8000ff	#7effb5
5770	Lactobacillus brevis	3	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
5778	Lactobacillus coleohominis	6	Mid_vagina	Mid_vagina	#18cde4	0.0	2.0	#8000ff	#7effb5
5780	Lactobacillus coryniformis	1	Saliva	Saliva	#7effb5	1.0	4.0	#ff0000	#ff0000
5794	Lactobacillus curvatus	1	Saliva	Saliva	#7effb5	1.0	4.0	#ff0000	#ff0000
