TAXA	Actinobaculum massiliense	Actinobaculum sp. oral taxon 183	Actinomyces massiliensis	Actinomyces naeslundii	Actinomyces neuii	Actinomyces sp. oral taxon 171	Actinomyces sp. oral taxon 448	Aerococcus christensenii	Alistipes putredinis	Anaerococcus hydrogenalis	Anaerococcus prevotii	Anaerococcus provenciensis	Anaerococcus senegalensis	Arcanobacterium haemolyticum	Atopobium vaginae	Bacteroides coprocola	Bacteroides dorei	Bacteroides gallinarum	Bacteroides massiliensis	Bacteroides plebeius	Bacteroides sp. 2_2_4	Bacteroides stercoris	Bacteroides uniformis	Barnesiella intestinihominis	Blautia obeum	Bradyrhizobium japonicum	Burkholderiales bacterium 1_1_47	Campylobacter hominis	Campylobacter ureolyticus	Capnocytophaga gingivalis	Comamonas testosteroni	Corynebacterium aurimucosum	Corynebacterium diphtheriae	Corynebacterium matruchotii	Corynebacterium pyruviciproducens	Cupriavidus basilensis	Dialister invisus	Dialister micraerophilus	[Eubacterium] rectale	Faecalibacterium prausnitzii	Finegoldia magna	Herbaspirillum chlorophenolicum	Herbaspirillum huttiense	Herbaspirillum rubrisubalbicans	Herbaspirillum seropedicae	Herbaspirillum sp. B39	Lachnospiraceae bacterium TF01-11	Lactobacillus acidophilus	Lactobacillus amylovorus	Lactobacillus coleohominis	Lactobacillus crispatus	Lactobacillus gasseri	Lactobacillus helveticus	Lactobacillus iners	Lactobacillus jensenii	Lactobacillus kefiranofaciens	Lactobacillus kitasatonis	Lactobacillus oris	Lactobacillus reuteri	Lactobacillus vaginalis	Lactococcus lactis	Lautropia mirabilis	Lawsonella clevelandensis	Levyella massiliensis	Limnohabitans sp. Rim47	Mobiluncus curtisii	Mycobacterium abscessus	Mycobacterium chelonae	Nocardia otitidiscaviarum	Oscillibacter sp. ER4	Parabacteroides merdae	Peptoniphilus grossensis	Peptoniphilus harei	Peptoniphilus sp. BV3AC2	Peptoniphilus sp. BV3C26	Peptoniphilus timonensis	Peptostreptococcus anaerobius	Porphyromonas uenonis	Prevotella bivia	Prevotella buccalis	Prevotella disiens	Prevotella oris	Prevotella sp. 109	Prevotella sp. C561	Prevotella sp. oral taxon 473	Prevotella sp. S7-1-8	Prevotella timonensis	Propionibacterium humerusii	Propionibacterium propionicum	Pseudomonas aeruginosa	Pseudomonas extremaustralis	Pseudomonas fluorescens	Pseudomonas frederiksbergensis	Pseudomonas libanensis	Pseudomonas mandelii	Pseudomonas orientalis	Pseudomonas putida	Pseudomonas sp. Ag1	Pseudomonas sp. DSM 28142	Pseudomonas sp. DSM 29164	Pseudomonas sp. DSM 29167	Pseudomonas sp. ES3-33	Pseudomonas sp. Eur1 9.41	Pseudomonas sp. FH1	Pseudomonas sp. NBRC 111132	Pseudomonas sp. NBRC 111134	Pseudomonas sp. Root9	Pseudomonas synxantha	Pseudomonas tolaasii	Roseburia intestinalis	Roseburia inulinivorans	Rothia dentocariosa	Rothia mucilaginosa	Ruminococcus bicirculans	Salinicoccus roseus	Sphingobium yanoikuyae	Sphingomonas sp. MEA3-1	Sphingopyxis fribergensis	Sphingopyxis macrogoltabida	Sphingopyxis sp. 113P3	Sphingopyxis sp. H050	Sphingopyxis sp. H115	Sphingopyxis sp. LC81	Sphingopyxis sp. Root1497	Stenotrophomonas maltophilia	Sutterellaceae bacterium ND3	Sutterella wadsworthensis	Tissierellia bacterium S5-A11	Ureaplasma parvum	Varibaculum cambriense	Veillonella dispar
Corynebacterium aurimucosum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9438798074485387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9438798074485387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9438798074485387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9099637547345424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9438798074485387	0.0	0.0	0.0	0.0	0.0	0.9438798074485387	0.0	0.9438798074485387	0.0	0.0	0.0	0.0	0.0	0.0	0.9438798074485387	0.0	0.9525626715469696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9525626715469696	0.0	0.0	0.0	0.0	0.0	0.0	0.9525626715469696	0.9438798074485387	0.0	0.0	0.0	0.0	0.0	0.9438798074485387	0.0	0.0	0.0	0.9869275424396533	0.0	0.0	0.0	0.0	0.0	0.0	0.9869275424396533	0.0	0.0	0.0	0.0	0.0
Corynebacterium diphtheriae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9438798074485387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Corynebacterium matruchotii	0.0	0.9672867022534919	0.9091372900969896	0.9819805060619659	0.0	0.0	0.0	0.0	0.0	0.9819805060619659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9819805060619659	0.0	0.9819805060619659	0.0	0.0	0.0	0.9621404708847279	0.9819805060619659	0.0	0.9859997919093362	0.0	0.0	0.978522535079069	0.9819805060619659	0.0	0.0	0.0	0.9598184598125472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9579008517648615	0.9819805060619659	0.0	0.0	0.0	0.0	0.9746974846014475	0.979116191240891	0.9765259442545966	0.9537837826484191	0.0	0.9449111825230682	0.9819805060619659	0.9752621229127891	0.0	0.9819805060619659	0.0	0.9537837826484191	0.9819805060619659	0.9730124597112036	0.0	0.9606047309259094	0.0	0.0	0.0	0.0	0.9672867022534919	0.9754357845925901	0.0	0.0	0.0	0.0	0.9868193838207711	0.953783782648419	0.0	0.9819805060619659	0.9819805060619659	0.0	0.9537837826484191	0.9819805060619659	0.0	0.953783782648419	0.0	0.9821197052271788	0.9759498624984726	0.9871694269028304	0.9730124597112038	0.938952955723142	0.953783782648419	0.0	0.0	0.0	0.0	0.9819805060619659	0.0	0.0	0.0	0.0	0.9819805060619659	0.0	0.9819805060619659	0.0	0.0	0.9819805060619659	0.0	0.9776514011926107	0.0	0.0	0.9819805060619659	0.9805912379679589	0.9537837826484191	0.9819805060619659
Corynebacterium pyruviciproducens	0.0	0.9306656831867102	0.9827076298239904	0.9797958971132714	0.0	0.0	0.0	0.0	0.0	0.9797958971132714	0.9400193421607682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9797958971132714	0.0	0.9797958971132714	0.0	0.0	0.9621404708847279	0.0	0.9797958971132714	0.0	0.9648868904744204	0.0	0.0	0.9848387920019631	0.9797958971132714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9553256831734701	0.0	0.0	0.0	0.0	0.0	0.9647865090941528	0.9797958971132714	0.0	0.0	0.9827076298239904	0.0	0.9482158512135361	0.9616732989849421	0.9954043166276361	0.9992449980048614	0.0	0.0	0.9797958971132714	0.9648459140560095	0.0	0.9797958971132714	0.0	0.9992449980048614	0.9797958971132714	0.9978157964455981	0.9827076298239904	0.9345059846821198	0.0	0.0	0.0	0.0	0.9996038819412814	0.9747227202994291	0.9622504486493764	0.0	0.9827076298239904	0.0	0.975104164436953	0.0	0.0	0.9797958971132714	0.9797958971132714	0.0	0.9992449980048614	0.9797958971132714	0.0	0.9040788077186842	0.0	0.9945171494984095	0.9516473364966794	0.977167290016878	0.943879807448539	0.9954180744075037	0.0	0.0	0.0	0.0	0.0	0.9797958971132714	0.0	0.0	0.0	0.0	0.9797958971132714	0.0	0.9797958971132714	0.9992449980048614	0.0	0.9797958971132714	0.0	0.9567172612055055	0.0	0.0	0.9797958971132714	0.9677748314618088	0.9992449980048614	0.9797958971132714
Cupriavidus basilensis	0.0	0.9850365626224085	0.9258200997725512	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.9819805060619659	0.9797958971132714	0.0	0.0	0.9847835588179368	0.0	0.0	0.9994936384816955	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9750251924794778	0.0	0.0	0.0	0.0	0.0	0.9938837346736189	1.0	0.0	0.0	0.9258200997725512	0.0	0.9925833339709303	0.997083124559609	0.9944453461410923	0.9712858623572642	0.0	0.0	1.0	0.9973666315057157	0.9191450300180577	1.0	0.0	0.9712858623572642	1.0	0.9908673886137243	0.9258200997725512	0.978231976089037	0.0	0.0	0.0	0.0	0.9850365626224085	0.999283296742492	0.0	0.0	0.9258200997725512	0.0	0.999375585327815	0.9712858623572642	0.0	1.0	1.0	0.0	0.9712858623572642	1.0	0.0	0.9712858623572642	0.0	0.9941885287682286	0.9938586931957762	0.9994899934500774	0.9908673886137243	0.9561828874675149	0.9712858623572642	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.9258200997725512	1.0	0.9712858623572642	0.0	1.0	0.0	0.9955914553877286	0.9258200997725512	0.0	1.0	0.9985852386219168	0.9712858623572642	1.0
Dialister invisus	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9438798074485387	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dialister micraerophilus	0.0	0.9700478117050829	0.0	0.9847835588179368	0.0	0.0	0.0	0.0	0.0	0.9847835588179368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9847835588179368	0.0	0.9847835588179368	0.0	0.0	0.9859997919093362	0.9648868904744204	0.9847835588179368	0.0	0.0	0.0	0.0	0.9827129807298152	0.9847835588179368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.937322488097304	0.0	0.0	0.0	0.0	0.0	0.96596610819448	0.9847835588179368	0.0	0.0	0.0	0.0	0.9774797480512656	0.9819110678411201	0.9793134270227599	0.9565063481617352	0.0	0.0	0.9847835588179368	0.9843842822519241	0.0	0.9847835588179368	0.0	0.9565063481617352	0.9847835588179368	0.9757899132756591	0.0	0.9803470038229786	0.0	0.0	0.0	0.0	0.9700478117050829	0.9809766758513537	0.0	0.0	0.0	0.0	0.9870632591781635	0.9565063481617352	0.0	0.9847835588179368	0.9847835588179368	0.0	0.9565063481617352	0.9847835588179368	0.0	0.9565063481617352	0.0	0.9821642669353966	0.9787357008474806	0.9873021249657354	0.9757899132756591	0.0	0.9565063481617352	0.0	0.0	0.0	0.0	0.9847835588179368	0.0	0.0	0.0	0.0	0.9847835588179368	0.0	0.9847835588179368	0.9565063481617352	0.0	0.9847835588179368	0.0	0.9804420965654567	0.0	0.0	0.9847835588179368	0.9833903250731499	0.9565063481617352	0.9847835588179368
[Eubacterium] rectale	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.9438798074485387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Faecalibacterium prausnitzii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9191450300180577	0.0	0.0	0.9191450300180577	0.0	0.0	0.9191450300180577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9191450300180577	0.0	0.0	0.0	0.0	0.9191450300180577	0.0	0.0	0.9191450300180577	0.0	0.0	0.0	0.0	0.9191450300180577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9191450300180577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9579010449880384	0.0	0.9191450300180577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9191450300180577	0.0	0.0	0.0	0.0
Finegoldia magna	0.0	0.979764647221055	0.9358190749891755	0.9994936384816955	0.0	0.0	0.0	0.0	0.0	0.9994936384816955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9994936384816955	0.0	0.9994936384816955	0.0	0.0	0.978522535079069	0.9848387920019631	0.9994936384816955	0.0	0.9827129807298152	0.0	0.0	0.0	0.9994936384816955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9780103664817168	0.0	0.0	0.0	0.0	0.0	0.9936301887663938	0.9994936384816955	0.0	0.0	0.0	0.0	0.9887139381661042	0.9944644570030331	0.9968568268571423	0.9773831403961888	0.0	0.0	0.9994936384816955	0.9954912684400795	0.0	0.9994936384816955	0.0	0.9773831403961888	0.9994936384816955	0.9941000619489847	0.0	0.9744185263011157	0.0	0.0	0.0	0.0	0.9893109088048915	0.9986562440023636	0.0	0.0	0.9358190749891755	0.0	0.9978525913623864	0.9642049407503974	0.0	0.9994936384816955	0.9994936384816955	0.0	0.9773831403961888	0.9994936384816955	0.0	0.9642049407503974	0.0	0.9960275004114971	0.9902907907158605	0.9982174063762572	0.9866312410477903	0.9638070168114714	0.9642049407503974	0.0	0.0	0.0	0.0	0.9994936384816955	0.0	0.0	0.0	0.0	0.9994936384816955	0.0	0.9994936384816955	0.9773831403961888	0.0	0.9994936384816955	0.0	0.9924896391187548	0.0	0.0	0.9994936384816955	0.9966069204662062	0.9773831403961888	0.9994936384816955
Herbaspirillum chlorophenolicum	0.0	0.9850365626224085	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.9819805060619659	0.9797958971132714	1.0	0.0	0.9847835588179368	0.0	0.0	0.9994936384816955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9750251924794778	0.0	0.0	0.0	0.0	0.0	0.9938837346736189	1.0	0.0	0.0	0.9258200997725512	0.0	0.9925833339709303	0.997083124559609	0.9944453461410923	0.9712858623572642	0.0	0.0	1.0	0.9973666315057157	0.9191450300180577	1.0	0.0	0.9712858623572642	1.0	0.9908673886137243	0.9258200997725512	0.978231976089037	0.0	0.0	0.0	0.0	0.9850365626224085	0.999283296742492	0.9428090415820632	0.0	0.9258200997725512	0.0	0.999375585327815	0.9712858623572642	0.0	1.0	1.0	0.0	0.9712858623572642	1.0	0.0	0.9712858623572642	0.0	0.9941885287682286	0.9938586931957762	0.9994899934500774	0.9908673886137243	0.9561828874675149	0.9712858623572642	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.9258200997725512	1.0	0.9712858623572642	0.0	1.0	0.0	0.9955914553877286	0.9258200997725512	0.0	1.0	0.9985852386219168	0.9712858623572642	1.0
Herbaspirillum huttiense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9913828060645768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.956378951653243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9978809045903114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9627168757839983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Herbaspirillum rubrisubalbicans	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.9438798074485387	0.0	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.9999999999999997	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Herbaspirillum seropedicae	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.9438798074485387	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Herbaspirillum sp. B39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8911873405929068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8911873405929068	0.0	0.8911873405929068	0.0	0.0	0.9598184598125472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9913828060645768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8862371033924729	0.0	0.0	0.9958591954639382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8911873405929068	0.0	0.0	0.9273059088715339	0.0	0.8911873405929068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lachnospiraceae bacterium TF01-11	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.9438798074485387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactobacillus acidophilus	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.996683241277643	0.0	0.0	0.9999813674967429	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.9198241455585492	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Lactobacillus amylovorus	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.996683241277643	0.0	0.0	0.9999813674967429	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.9198241455585492	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Lactobacillus coleohominis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.990804280226215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9553817191227735	0.0	0.0	0.9743535797025409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
