source	Unnamed: 0	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
Veillonellales	730	Veillonellales	Rhodobacterales	1.0	55	7	Saliva	Anterior_nares	Intertype	#7effb5	#8000ff	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Rhodobacterales	731	Rhodobacterales	Veillonellales	1.0	7	55	Anterior_nares	Saliva	Intertype	#8000ff	#7effb5	#cccccc	1.0	3.0	#2c7ef7	#feb562
Veillonellales	732	Veillonellales	Rhodocyclales	1.0	55	3	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Rhodocyclales	733	Rhodocyclales	Veillonellales	1.0	3	55	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Veillonellales	734	Veillonellales	Selenomonadales	3.0	55	29	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	1.0	1.0	#2c7ef7	#01b3ec
Selenomonadales	735	Selenomonadales	Veillonellales	3.0	29	55	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	1.0	1.0	#2c7ef7	#01b3ec
Veillonellales	736	Veillonellales	Sphingomonadales	2.0	55	24	Saliva	Mid_vagina	Intertype	#7effb5	#18cde4	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Sphingomonadales	737	Sphingomonadales	Veillonellales	2.0	24	55	Mid_vagina	Saliva	Intertype	#18cde4	#7effb5	#cccccc	1.0	3.0	#2c7ef7	#feb562
Veillonellales	738	Veillonellales	Spirochaetales	2.0	55	33	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Spirochaetales	739	Spirochaetales	Veillonellales	2.0	33	55	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc	4.0	3.0	#d4dd80	#feb562
Verrucomicrobiales	740	Verrucomicrobiales	Acidaminococcales	1.0	21	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	0.0	#2c7ef7	#8000ff
Acidaminococcales	741	Acidaminococcales	Verrucomicrobiales	1.0	7	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	0.0	#2c7ef7	#8000ff
Verrucomicrobiales	742	Verrucomicrobiales	Bacteroidales	2.0	21	60	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	0.0	#2c7ef7	#8000ff
Bacteroidales	743	Bacteroidales	Verrucomicrobiales	2.0	60	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	0.0	#2c7ef7	#8000ff
Verrucomicrobiales	744	Verrucomicrobiales	Burkholderiales	2.0	21	54	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Burkholderiales	745	Burkholderiales	Verrucomicrobiales	2.0	54	21	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	6.0	1.0	#ff0000	#01b3ec
Verrucomicrobiales	746	Verrucomicrobiales	Clostridiales	7.0	21	58	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	0.0	#2c7ef7	#8000ff
Clostridiales	747	Clostridiales	Verrucomicrobiales	7.0	58	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	0.0	#2c7ef7	#8000ff
Verrucomicrobiales	748	Verrucomicrobiales	Cytophagales	2.0	21	9	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Cytophagales	749	Cytophagales	Verrucomicrobiales	2.0	9	21	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	2.0	0.0	#2adddd	#8000ff
Verrucomicrobiales	750	Verrucomicrobiales	Eggerthellales	5.0	21	19	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	0.0	#2c7ef7	#8000ff
Eggerthellales	751	Eggerthellales	Verrucomicrobiales	5.0	19	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	0.0	#2c7ef7	#8000ff
Verrucomicrobiales	752	Verrucomicrobiales	Enterobacteriales	1.0	21	27	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Enterobacteriales	753	Enterobacteriales	Verrucomicrobiales	1.0	27	21	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	1.0	3.0	#2c7ef7	#feb562
Verrucomicrobiales	754	Verrucomicrobiales	Erysipelotrichales	1.0	21	41	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Erysipelotrichales	755	Erysipelotrichales	Verrucomicrobiales	1.0	41	21	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Verrucomicrobiales	756	Verrucomicrobiales	Veillonellales	1.0	21	55	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Veillonellales	757	Veillonellales	Verrucomicrobiales	1.0	55	21	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Vibrionales	758	Vibrionales	Chromatiales	1.0	5	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Chromatiales	759	Chromatiales	Vibrionales	1.0	1	5	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Vibrionales	760	Vibrionales	Cytophagales	1.0	5	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Cytophagales	761	Cytophagales	Vibrionales	1.0	9	5	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	0.0	#2adddd	#8000ff
Vibrionales	762	Vibrionales	Geodermatophilales	1.0	5	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Geodermatophilales	763	Geodermatophilales	Vibrionales	1.0	1	5	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Vibrionales	764	Vibrionales	Hydrogenophilales	1.0	5	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Hydrogenophilales	765	Hydrogenophilales	Vibrionales	1.0	1	5	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Vibrionales	766	Vibrionales	Pleurocapsales	1.0	5	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Pleurocapsales	767	Pleurocapsales	Vibrionales	1.0	1	5	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Vibrionales	768	Vibrionales	Propionibacteriales	1.0	5	40	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Propionibacteriales	769	Propionibacteriales	Vibrionales	1.0	40	5	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	1.0	3.0	#2c7ef7	#feb562
Vibrionales	770	Vibrionales	Rhizobiales	1.0	5	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Rhizobiales	771	Rhizobiales	Vibrionales	1.0	9	5	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Vibrionales	772	Vibrionales	Sphingomonadales	1.0	5	24	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	2.0	3.0	#2adddd	#feb562
Sphingomonadales	773	Sphingomonadales	Vibrionales	1.0	24	5	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	1.0	3.0	#2c7ef7	#feb562
Xanthomonadales	774	Xanthomonadales	Campylobacterales	1.0	8	37	Anterior_nares	Saliva	Intertype	#8000ff	#7effb5	#cccccc	2.0	3.0	#2adddd	#feb562
Campylobacterales	775	Campylobacterales	Xanthomonadales	1.0	37	8	Saliva	Anterior_nares	Intertype	#7effb5	#8000ff	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Xanthomonadales	776	Xanthomonadales	Chromatiales	1.0	8	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Chromatiales	777	Chromatiales	Xanthomonadales	1.0	1	8	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Xanthomonadales	778	Xanthomonadales	Cytophagales	1.0	8	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Cytophagales	779	Cytophagales	Xanthomonadales	1.0	9	8	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	0.0	#2adddd	#8000ff
Xanthomonadales	780	Xanthomonadales	Enterobacteriales	1.0	8	27	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Enterobacteriales	781	Enterobacteriales	Xanthomonadales	1.0	27	8	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	1.0	3.0	#2c7ef7	#feb562
Xanthomonadales	782	Xanthomonadales	Geodermatophilales	1.0	8	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Geodermatophilales	783	Geodermatophilales	Xanthomonadales	1.0	1	8	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Xanthomonadales	784	Xanthomonadales	Hydrogenophilales	1.0	8	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Hydrogenophilales	785	Hydrogenophilales	Xanthomonadales	1.0	1	8	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Xanthomonadales	786	Xanthomonadales	Pleurocapsales	1.0	8	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Pleurocapsales	787	Pleurocapsales	Xanthomonadales	1.0	1	8	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Xanthomonadales	788	Xanthomonadales	Propionibacteriales	1.0	8	40	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Propionibacteriales	789	Propionibacteriales	Xanthomonadales	1.0	40	8	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	1.0	3.0	#2c7ef7	#feb562
Xanthomonadales	790	Xanthomonadales	Rhizobiales	1.0	8	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Rhizobiales	791	Rhizobiales	Xanthomonadales	1.0	9	8	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Xanthomonadales	792	Xanthomonadales	Sphingomonadales	2.0	8	24	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	2.0	3.0	#2adddd	#feb562
Sphingomonadales	793	Sphingomonadales	Xanthomonadales	2.0	24	8	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	1.0	3.0	#2c7ef7	#feb562
Xanthomonadales	794	Xanthomonadales	Vibrionales	1.0	8	5	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Vibrionales	795	Vibrionales	Xanthomonadales	1.0	5	8	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
