source	Unnamed: 0	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
Acidaminococcales	149	Acidaminococcales	Erysipelotrichales	1.0	7	41	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Erysipelotrichales	150	Erysipelotrichales	Actinomycetales	4.0	41	44	Throat	Supragingival_plaque	Intertype	#ff5029	#ff964f	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Actinomycetales	151	Actinomycetales	Erysipelotrichales	4.0	44	41	Supragingival_plaque	Throat	Intertype	#ff964f	#ff5029	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Erysipelotrichales	152	Erysipelotrichales	Bacillales	4.0	41	53	Throat	Attached	Intertype	#ff5029	#4e4dfc	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Bacillales	153	Bacillales	Erysipelotrichales	4.0	53	41	Attached	Throat	Intertype	#4e4dfc	#ff5029	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Erysipelotrichales	154	Erysipelotrichales	Bacteroidales	5.0	41	60	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Bacteroidales	155	Bacteroidales	Erysipelotrichales	5.0	60	41	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Erysipelotrichales	156	Erysipelotrichales	Campylobacterales	2.0	41	37	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Campylobacterales	157	Campylobacterales	Erysipelotrichales	2.0	37	41	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Erysipelotrichales	158	Erysipelotrichales	Clostridiales	6.0	41	58	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Clostridiales	159	Clostridiales	Erysipelotrichales	6.0	58	41	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Erysipelotrichales	160	Erysipelotrichales	Coriobacteriales	5.0	41	40	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Coriobacteriales	161	Coriobacteriales	Erysipelotrichales	5.0	40	41	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Erysipelotrichales	162	Erysipelotrichales	Desulfovibrionales	1.0	41	13	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Desulfovibrionales	163	Desulfovibrionales	Erysipelotrichales	1.0	13	41	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Erysipelotrichales	164	Erysipelotrichales	Eggerthellales	3.0	41	19	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Eggerthellales	165	Eggerthellales	Erysipelotrichales	3.0	19	41	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Flavobacteriales	166	Flavobacteriales	Actinomycetales	6.0	35	44	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	1.0	1.0	#2c7ef7	#01b3ec
Actinomycetales	167	Actinomycetales	Flavobacteriales	6.0	44	35	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	1.0	1.0	#2c7ef7	#01b3ec
Flavobacteriales	168	Flavobacteriales	Alteromonadales	1.0	35	8	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Alteromonadales	169	Alteromonadales	Flavobacteriales	1.0	8	35	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	5.0	2.0	#ff8143	#7effb5
Flavobacteriales	170	Flavobacteriales	Bacillales	2.0	35	53	Supragingival_plaque	Attached	Intertype	#ff964f	#4e4dfc	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Bacillales	171	Bacillales	Flavobacteriales	2.0	53	35	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Flavobacteriales	172	Flavobacteriales	Bacteroidales	4.0	35	60	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Bacteroidales	173	Bacteroidales	Flavobacteriales	4.0	60	35	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Flavobacteriales	174	Flavobacteriales	Burkholderiales	2.0	35	54	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	1.0	1.0	#2c7ef7	#01b3ec
Burkholderiales	175	Burkholderiales	Flavobacteriales	2.0	54	35	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	6.0	1.0	#ff0000	#01b3ec
Flavobacteriales	176	Flavobacteriales	Campylobacterales	7.0	35	37	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Campylobacterales	177	Campylobacterales	Flavobacteriales	7.0	37	35	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Flavobacteriales	178	Flavobacteriales	Cardiobacteriales	3.0	35	20	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Cardiobacteriales	179	Cardiobacteriales	Flavobacteriales	3.0	20	35	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Flavobacteriales	180	Flavobacteriales	Chlamydiales	1.0	35	8	Supragingival_plaque	Attached	Intertype	#ff964f	#4e4dfc	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Chlamydiales	181	Chlamydiales	Flavobacteriales	1.0	8	35	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Flavobacteriales	182	Flavobacteriales	Clostridiales	1.0	35	58	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Clostridiales	183	Clostridiales	Flavobacteriales	1.0	58	35	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Flavobacteriales	184	Flavobacteriales	Coriobacteriales	1.0	35	40	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Coriobacteriales	185	Coriobacteriales	Flavobacteriales	1.0	40	35	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Flavobacteriales	186	Flavobacteriales	Corynebacteriales	6.0	35	43	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	1.0	1.0	#2c7ef7	#01b3ec
Corynebacteriales	187	Corynebacteriales	Flavobacteriales	6.0	43	35	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	1.0	1.0	#2c7ef7	#01b3ec
Flavobacteriales	188	Flavobacteriales	Cytophagales	3.0	35	9	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Cytophagales	189	Cytophagales	Flavobacteriales	3.0	9	35	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	2.0	0.0	#2adddd	#8000ff
Flavobacteriales	190	Flavobacteriales	Eggerthellales	1.0	35	19	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Eggerthellales	191	Eggerthellales	Flavobacteriales	1.0	19	35	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Fusobacteriales	192	Fusobacteriales	Actinomycetales	8.0	33	44	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Actinomycetales	193	Actinomycetales	Fusobacteriales	8.0	44	33	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Fusobacteriales	194	Fusobacteriales	Alteromonadales	1.0	33	8	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Alteromonadales	195	Alteromonadales	Fusobacteriales	1.0	8	33	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc	5.0	2.0	#ff8143	#7effb5
Fusobacteriales	196	Fusobacteriales	Bacillales	5.0	33	53	Tongue_dorsum	Attached	Intertype	#ff0000	#4e4dfc	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Bacillales	197	Bacillales	Fusobacteriales	5.0	53	33	Attached	Tongue_dorsum	Intertype	#4e4dfc	#ff0000	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Fusobacteriales	198	Fusobacteriales	Bacteroidales	7.0	33	60	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Bacteroidales	199	Bacteroidales	Fusobacteriales	7.0	60	33	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Fusobacteriales	200	Fusobacteriales	Burkholderiales	3.0	33	54	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Burkholderiales	201	Burkholderiales	Fusobacteriales	3.0	54	33	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	6.0	1.0	#ff0000	#01b3ec
Fusobacteriales	202	Fusobacteriales	Campylobacterales	11.0	33	37	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Campylobacterales	203	Campylobacterales	Fusobacteriales	11.0	37	33	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Fusobacteriales	204	Fusobacteriales	Cardiobacteriales	3.0	33	20	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Cardiobacteriales	205	Cardiobacteriales	Fusobacteriales	3.0	20	33	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Fusobacteriales	206	Fusobacteriales	Clostridiales	3.0	33	58	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Clostridiales	207	Clostridiales	Fusobacteriales	3.0	58	33	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Fusobacteriales	208	Fusobacteriales	Coriobacteriales	3.0	33	40	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Coriobacteriales	209	Coriobacteriales	Fusobacteriales	3.0	40	33	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Fusobacteriales	210	Fusobacteriales	Corynebacteriales	2.0	33	43	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Corynebacteriales	211	Corynebacteriales	Fusobacteriales	2.0	43	33	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Fusobacteriales	212	Fusobacteriales	Cytophagales	1.0	33	9	Tongue_dorsum	Anterior_nares	Intertype	#ff0000	#8000ff	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Cytophagales	213	Cytophagales	Fusobacteriales	1.0	9	33	Anterior_nares	Tongue_dorsum	Intertype	#8000ff	#ff0000	#cccccc	2.0	0.0	#2adddd	#8000ff
Fusobacteriales	214	Fusobacteriales	Eggerthellales	4.0	33	19	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Eggerthellales	215	Eggerthellales	Fusobacteriales	4.0	19	33	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Fusobacteriales	216	Fusobacteriales	Erysipelotrichales	2.0	33	41	Tongue_dorsum	Throat	Intertype	#ff0000	#ff5029	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Erysipelotrichales	217	Erysipelotrichales	Fusobacteriales	2.0	41	33	Throat	Tongue_dorsum	Intertype	#ff5029	#ff0000	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Fusobacteriales	218	Fusobacteriales	Flavobacteriales	4.0	33	35	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Flavobacteriales	219	Flavobacteriales	Fusobacteriales	4.0	35	33	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Geodermatophilales	220	Geodermatophilales	Chromatiales	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Chromatiales	221	Chromatiales	Geodermatophilales	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Geodermatophilales	222	Geodermatophilales	Cytophagales	1.0	1	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Cytophagales	223	Cytophagales	Geodermatophilales	1.0	9	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	0.0	#2adddd	#8000ff
Hydrogenophilales	224	Hydrogenophilales	Chromatiales	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Chromatiales	225	Chromatiales	Hydrogenophilales	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Hydrogenophilales	226	Hydrogenophilales	Cytophagales	1.0	1	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Cytophagales	227	Cytophagales	Hydrogenophilales	1.0	9	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	0.0	#2adddd	#8000ff
Hydrogenophilales	228	Hydrogenophilales	Geodermatophilales	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Geodermatophilales	229	Geodermatophilales	Hydrogenophilales	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Lactobacillales	230	Lactobacillales	Actinomycetales	7.0	61	44	Mid_vagina	Supragingival_plaque	Intertype	#18cde4	#ff964f	#cccccc	3.0	0.0	#7effb5	#8000ff
Actinomycetales	231	Actinomycetales	Lactobacillales	7.0	44	61	Supragingival_plaque	Mid_vagina	Intertype	#ff964f	#18cde4	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Lactobacillales	232	Lactobacillales	Bacillales	6.0	61	53	Mid_vagina	Attached	Intertype	#18cde4	#4e4dfc	#cccccc	3.0	0.0	#7effb5	#8000ff
Bacillales	233	Bacillales	Lactobacillales	6.0	53	61	Attached	Mid_vagina	Intertype	#4e4dfc	#18cde4	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Lactobacillales	234	Lactobacillales	Bacteroidales	9.0	61	60	Mid_vagina	Stool	Intertype	#18cde4	#b2f396	#cccccc	3.0	0.0	#7effb5	#8000ff
Bacteroidales	235	Bacteroidales	Lactobacillales	9.0	60	61	Stool	Mid_vagina	Intertype	#b2f396	#18cde4	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Lactobacillales	236	Lactobacillales	Burkholderiales	3.0	61	54	Mid_vagina	Supragingival_plaque	Intertype	#18cde4	#ff964f	#cccccc	3.0	0.0	#7effb5	#8000ff
Burkholderiales	237	Burkholderiales	Lactobacillales	3.0	54	61	Supragingival_plaque	Mid_vagina	Intertype	#ff964f	#18cde4	#cccccc	6.0	1.0	#ff0000	#01b3ec
Lactobacillales	238	Lactobacillales	Campylobacterales	7.0	61	37	Mid_vagina	Saliva	Intertype	#18cde4	#7effb5	#cccccc	3.0	0.0	#7effb5	#8000ff
Campylobacterales	239	Campylobacterales	Lactobacillales	7.0	37	61	Saliva	Mid_vagina	Intertype	#7effb5	#18cde4	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Lactobacillales	240	Lactobacillales	Cardiobacteriales	1.0	61	20	Mid_vagina	Subgingival_plaque	Intertype	#18cde4	#e4cf74	#cccccc	3.0	0.0	#7effb5	#8000ff
Cardiobacteriales	241	Cardiobacteriales	Lactobacillales	1.0	20	61	Subgingival_plaque	Mid_vagina	Intertype	#e4cf74	#18cde4	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Lactobacillales	242	Lactobacillales	Caulobacterales	2.0	61	2	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	3.0	0.0	#7effb5	#8000ff
Caulobacterales	243	Caulobacterales	Lactobacillales	2.0	2	61	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Lactobacillales	244	Lactobacillales	Chlamydiales	1.0	61	8	Mid_vagina	Attached	Intertype	#18cde4	#4e4dfc	#cccccc	3.0	0.0	#7effb5	#8000ff
Chlamydiales	245	Chlamydiales	Lactobacillales	1.0	8	61	Attached	Mid_vagina	Intertype	#4e4dfc	#18cde4	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Lactobacillales	246	Lactobacillales	Clostridiales	7.0	61	58	Mid_vagina	Stool	Intertype	#18cde4	#b2f396	#cccccc	3.0	0.0	#7effb5	#8000ff
Clostridiales	247	Clostridiales	Lactobacillales	7.0	58	61	Stool	Mid_vagina	Intertype	#b2f396	#18cde4	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Lactobacillales	248	Lactobacillales	Coriobacteriales	4.0	61	40	Mid_vagina	Saliva	Intertype	#18cde4	#7effb5	#cccccc	3.0	0.0	#7effb5	#8000ff
Coriobacteriales	249	Coriobacteriales	Lactobacillales	4.0	40	61	Saliva	Mid_vagina	Intertype	#7effb5	#18cde4	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Lactobacillales	250	Lactobacillales	Corynebacteriales	4.0	61	43	Mid_vagina	Supragingival_plaque	Intertype	#18cde4	#ff964f	#cccccc	3.0	0.0	#7effb5	#8000ff
Corynebacteriales	251	Corynebacteriales	Lactobacillales	4.0	43	61	Supragingival_plaque	Mid_vagina	Intertype	#ff964f	#18cde4	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Lactobacillales	252	Lactobacillales	Cytophagales	4.0	61	9	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	3.0	0.0	#7effb5	#8000ff
Cytophagales	253	Cytophagales	Lactobacillales	4.0	9	61	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	2.0	0.0	#2adddd	#8000ff
Lactobacillales	254	Lactobacillales	Eggerthellales	3.0	61	19	Mid_vagina	Stool	Intertype	#18cde4	#b2f396	#cccccc	3.0	0.0	#7effb5	#8000ff
Eggerthellales	255	Eggerthellales	Lactobacillales	3.0	19	61	Stool	Mid_vagina	Intertype	#b2f396	#18cde4	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Lactobacillales	256	Lactobacillales	Erysipelotrichales	5.0	61	41	Mid_vagina	Throat	Intertype	#18cde4	#ff5029	#cccccc	3.0	0.0	#7effb5	#8000ff
Erysipelotrichales	257	Erysipelotrichales	Lactobacillales	5.0	41	61	Throat	Mid_vagina	Intertype	#ff5029	#18cde4	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Lactobacillales	258	Lactobacillales	Flavobacteriales	5.0	61	35	Mid_vagina	Supragingival_plaque	Intertype	#18cde4	#ff964f	#cccccc	3.0	0.0	#7effb5	#8000ff
Flavobacteriales	259	Flavobacteriales	Lactobacillales	5.0	35	61	Supragingival_plaque	Mid_vagina	Intertype	#ff964f	#18cde4	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Lactobacillales	260	Lactobacillales	Fusobacteriales	6.0	61	33	Mid_vagina	Tongue_dorsum	Intertype	#18cde4	#ff0000	#cccccc	3.0	0.0	#7effb5	#8000ff
Fusobacteriales	261	Fusobacteriales	Lactobacillales	6.0	33	61	Tongue_dorsum	Mid_vagina	Intertype	#ff0000	#18cde4	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Micrococcales	262	Micrococcales	Actinomycetales	7.0	42	44	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Actinomycetales	263	Actinomycetales	Micrococcales	7.0	44	42	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Micrococcales	264	Micrococcales	Alteromonadales	1.0	42	8	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Alteromonadales	265	Alteromonadales	Micrococcales	1.0	8	42	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	5.0	2.0	#ff8143	#7effb5
Micrococcales	266	Micrococcales	Bacillales	6.0	42	53	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Bacillales	267	Bacillales	Micrococcales	6.0	53	42	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Micrococcales	268	Micrococcales	Bacteroidales	7.0	42	60	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Bacteroidales	269	Bacteroidales	Micrococcales	7.0	60	42	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Micrococcales	270	Micrococcales	Burkholderiales	3.0	42	54	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Burkholderiales	271	Burkholderiales	Micrococcales	3.0	54	42	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	6.0	1.0	#ff0000	#01b3ec
Micrococcales	272	Micrococcales	Campylobacterales	6.0	42	37	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Campylobacterales	273	Campylobacterales	Micrococcales	6.0	37	42	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Micrococcales	274	Micrococcales	Cardiobacteriales	2.0	42	20	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Cardiobacteriales	275	Cardiobacteriales	Micrococcales	2.0	20	42	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Micrococcales	276	Micrococcales	Chlamydiales	1.0	42	8	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Chlamydiales	277	Chlamydiales	Micrococcales	1.0	8	42	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Micrococcales	278	Micrococcales	Clostridiales	5.0	42	58	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Clostridiales	279	Clostridiales	Micrococcales	5.0	58	42	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Micrococcales	280	Micrococcales	Coriobacteriales	5.0	42	40	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Coriobacteriales	281	Coriobacteriales	Micrococcales	5.0	40	42	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Micrococcales	282	Micrococcales	Corynebacteriales	3.0	42	43	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Corynebacteriales	283	Corynebacteriales	Micrococcales	3.0	43	42	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Micrococcales	284	Micrococcales	Cytophagales	2.0	42	9	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Cytophagales	285	Cytophagales	Micrococcales	2.0	9	42	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	2.0	0.0	#2adddd	#8000ff
Micrococcales	286	Micrococcales	Eggerthellales	4.0	42	19	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Eggerthellales	287	Eggerthellales	Micrococcales	4.0	19	42	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Micrococcales	288	Micrococcales	Erysipelotrichales	5.0	42	41	Buccal_mucosa	Throat	Intertype	#1996f3	#ff5029	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Erysipelotrichales	289	Erysipelotrichales	Micrococcales	5.0	41	42	Throat	Buccal_mucosa	Intertype	#ff5029	#1996f3	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Micrococcales	290	Micrococcales	Flavobacteriales	2.0	42	35	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Flavobacteriales	291	Flavobacteriales	Micrococcales	2.0	35	42	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Micrococcales	292	Micrococcales	Fusobacteriales	4.0	42	33	Buccal_mucosa	Tongue_dorsum	Intertype	#1996f3	#ff0000	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Fusobacteriales	293	Fusobacteriales	Micrococcales	4.0	33	42	Tongue_dorsum	Buccal_mucosa	Intertype	#ff0000	#1996f3	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
