"LEVEL" "TAXA" "Anterior_nares_SRR060438" "Anterior_nares_SRR061303" "Anterior_nares_SRR061901" "Anterior_nares_SRR062087" "Anterior_nares_SRR062105" "Anterior_nares_SRR062284" "Anterior_nares_SRR353621" "Attached_SRR062379" "Attached_SRR062432" "Buccal_mucosa_SRR060400" "Buccal_mucosa_SRR061287" "Buccal_mucosa_SRR061357" "Buccal_mucosa_SRR061467" "Buccal_mucosa_SRR062031" "Buccal_mucosa_SRR062039" "Buccal_mucosa_SRR062040" "Buccal_mucosa_SRR063485" "Mid_vagina_SRR062301" "Posterior_fornix_SRR059453" "Posterior_fornix_SRR060412" "Posterior_fornix_SRR061272" "Posterior_fornix_SRR061308" "Posterior_fornix_SRR062046" "Posterior_fornix_SRR062073" "Posterior_fornix_SRR062365" "Posterior_fornix_SRR062534" "Posterior_fornix_SRR063487" "Saliva_SRR062371" "Stool_SRR059367" "Stool_SRR059413" "Stool_SRR059420" "Stool_SRR059854" "Stool_SRR059855" "Stool_SRR060370" "Stool_SRR060371" "Stool_SRR060375" "Stool_SRR060410" "Stool_SRR060443" "Stool_SRR061137" "Stool_SRR061138" "Stool_SRR061231" "Stool_SRR063587" "Stool_SRR346668" "Stool_SRR346703" "Subgingival_plaque_SRR062403" "Subgingival_plaque_SRR346694" "Supragingival_plaque_SRR059815" "Supragingival_plaque_SRR059867" "Supragingival_plaque_SRR059919" "Supragingival_plaque_SRR061365" "Supragingival_plaque_SRR061911" "Supragingival_plaque_SRR062014" "Supragingival_plaque_SRR062052" "Supragingival_plaque_SRR062055" "Throat_SRR062367" "Throat_SRR062368" "Tongue_dorsum_SRR059848" "Tongue_dorsum_SRR059928" "Tongue_dorsum_SRR062053" "Tongue_dorsum_SRR062283" "Tongue_dorsum_SRR062419"
"class" "Spirochaetia" 0.0057 0 1e-04 0.0038 1e-04 0 0 1e-04 1e-04 5e-04 6e-04 1e-04 0.0083 0.0012 2e-04 2e-04 1e-04 0 0 0 0 6e-04 0 0 0 0 0 0.0035 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1872 0.1954 0.0408 0.0242 0.0238 1e-04 0.0067 0.0166 1e-04 0.0161 0.0021 0.0375 3e-04 5e-04 8e-04 2e-04 2e-04
"class" "Synergistia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"class" "Thermoleophilia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"class" "Thermomicrobia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"class" "Thermotogae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"class" "Tissierellia" 0.5466 0.0012 0.0044 0.2328 0.0044 0.011 0.0014 1e-04 1e-04 4e-04 4e-04 2e-04 0.001 6e-04 1e-04 2e-04 1e-04 0.001 2e-04 0.0029 5e-04 0.0053 0.0044 1e-04 5e-04 0.0011 1e-04 0.0011 0 5e-04 0 1e-04 1e-04 1e-04 1e-04 0 0 0 2e-04 1e-04 0 0 0 0 0.0078 0 0.0018 1e-04 0.001 0 4e-04 4e-04 1e-04 3e-04 9e-04 0.0106 0.0016 5e-04 0.002 2e-04 5e-04
"class" "Verrucomicrobiae" 0 0.0013 1e-04 0 1e-04 0 0.0018 0 0 0 0 0 0 2e-04 0 0 0 0 0 0 3e-04 0 0 0 0 0 0 0 2e-04 3e-04 0.001 0.0035 0.0036 0.004 0.0041 0.0491 0.003 0.0169 5e-04 0.0018 1e-04 0 0.0042 0.0041 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"class" "Zetaproteobacteria" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Acetobacteraceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Acholeplasmataceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1e-04 1e-04 0 0 0 0 1e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Acidaminococcaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1e-04 5e-04 8e-04 8e-04 0 0 0 1e-04 0 2e-04 0 0 1e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Acidimicrobiaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Acidithiobacillaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Acidobacteriaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Actinomycetaceae" 0.012 0.0042 2e-04 0.0403 4e-04 0 0.0383 0.0057 0.0061 0.0194 0.0193 0.0111 0.1166 0.0654 0.0048 0.0047 0.0409 1e-04 0 1e-04 0 3e-04 0.0021 0 1e-04 1e-04 0 0.0693 0 1e-04 1e-04 0 0 0 0 0 0 1e-04 1e-04 0 0 0 0 0 0.0817 0.1536 0.0935 0.1198 0.2799 0.159 0.1342 0.0794 0.1017 0.0857 0.0926 0.0121 0.0351 0.091 0.0557 0.1452 0.0771
"family" "Actinopolysporaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Actinospicaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Aerococcaceae" 0.0019 0.001 3e-04 0 3e-04 0 0.0019 2e-04 2e-04 0.0073 0.0191 0.0142 0.0029 0.003 0.0025 0.0024 0.0448 0 0 0 0 0.0015 0.0012 0 0.1237 0 0 0.0023 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1e-04 6e-04 0.0016 0.0019 0.0049 0.0018 0.0092 0.0101 9e-04 0.0099 5e-04 0 3e-04 0 0.0013 0 1e-04
"family" "Aeromonadaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Akkermansiaceae" 0 0.0014 1e-04 0 1e-04 0 0.0019 0 0 0 0 0 0 2e-04 0 0 0 0 0 0 3e-04 0 0 0 0 0 0 0 2e-04 3e-04 0.0011 0.0035 0.0036 0.0041 0.0041 0.0493 0.003 0.017 5e-04 0.0019 1e-04 0 0.0042 0.0041 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Alcaligenaceae" 0 0 0 0 0 0 0.0028 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Alcanivoracaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Alicyclobacillaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Alteromonadaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1e-04 0 0 0 0
"family" "Anaerolineaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Anaplasmataceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Aquificaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Ardenticatenaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Atopobiaceae" 0 0 0 0 0 0 0 0 0 7e-04 1e-04 0 0.0015 0.0015 2e-04 2e-04 0.0024 0 0 0.0045 0 0 0.059 0 0 0 0 0.0143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2e-04 0.0033 8e-04 0.0015 0.0015 0 0 1e-04 0 2e-04 0.0035 0.0028 6e-04 0.0037 0.001 0.0095 0.0038
"family" "Aurantimonadaceae" 0 7e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Bacillaceae" 0.0027 0.0045 1e-04 0.0059 2e-04 0 0.0066 1e-04 1e-04 1e-04 1e-04 0 0 1e-04 2e-04 2e-04 0 0 0 0 0 1e-04 0 0 0 0 0 1e-04 0 1e-04 0 0 1e-04 0 0 0 1e-04 0 1e-04 0 0 0 0 0 0 7e-04 0 0 0 0 0 0 0 0 2e-04 0 0 0 1e-04 0 0
"family" "Bacteriovoracaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Bacteroidaceae" 0.0221 0.0022 8e-04 0.0176 5e-04 0 0 3e-04 3e-04 9e-04 3e-04 0 1e-04 0.0042 0.0012 0.0013 0 1e-04 2e-04 0 4e-04 4e-04 1e-04 0 1e-04 1e-04 0 1e-04 0.7728 0.5337 0.9282 0.3592 0.3577 0.2918 0.2888 0.2094 0.0972 0.2766 0.0671 0.3694 0.217 0.7107 0.5983 0.5966 1e-04 0.0015 1e-04 1e-04 1e-04 0 0 0 0 0 4e-04 8e-04 1e-04 0 1e-04 0 1e-04
"family" "Bartonellaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Bdellovibrionaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Beijerinckiaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Beutenbergiaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Bifidobacteriaceae" 0.0031 0 0 0.0109 2e-04 0 0 0 0 1e-04 0 0 0 6e-04 0 0 0.0012 0.0253 0 0.1151 0.0765 0.0038 0.8882 0 0.0028 0.0013 0 2e-04 0.0011 0.0025 0.0053 0.0045 0.0045 1e-04 1e-04 0 5e-04 3e-04 0.0023 3e-04 0.0095 5e-04 4e-04 4e-04 0 0 0 0.0037 0 0 0 0 0 0 0 0 3e-04 0 0 3e-04 4e-04
"family" "Bogoriellaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Brachyspiraceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Bradyrhizobiaceae" 0 2e-04 0 0 0 0 0.0019 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1e-04 0 0 0 0 0 0 0 0 0 0.0012 0 0 0 0 0 0
"family" "Brevibacteriaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Brucellaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Burkholderiaceae" 0.0023 0 3e-04 0.0042 5e-04 0 0.0071 2e-04 2e-04 0.0128 0.0064 0.256 0.015 0.0856 9e-04 9e-04 0.012 1e-04 0 0 0 4e-04 0 0 4e-04 0 0 0.004 0 0 0 0 0 2e-04 2e-04 0 0 0 0 0 0 0 0 0 0.0098 0.0102 0.0475 0.02 0.0612 0.0422 0.0276 0.1521 0.0112 0.1645 0.0012 5e-04 6e-04 1e-04 0.002 0 3e-04
"family" "Caldicoprobacteraceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Campylobacteraceae" 0 0.0015 0 0.0084 1e-04 0.001 0.0019 0.0115 0.0114 0.0101 0.0038 5e-04 0.0074 0.0352 0.0019 0.0018 0.0044 0 0 3e-04 0 3e-04 0 0 0 4e-04 0 0.0522 0 4e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.024 0.0464 0.0188 0.0267 0.0339 0.0015 0.0206 0.0328 0.0043 0.0314 0.0119 0.0331 0.0058 0.0263 0.0228 0.022 0.0341
"family" "Candidatus Brocadiaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Cardiobacteriaceae" 0 0 0 0 0 0 0 0 0 6e-04 4e-04 1e-04 5e-04 3e-04 0 0 0.0012 0 0 0 0 0 0 0 0 0 0 2e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0104 0.0069 0.0017 0.0155 0.0063 0.0016 0.0015 0.0075 0.0017 0.0078 2e-04 0 0 0 1e-04 0 1e-04
"family" "Carnobacteriaceae" 0 7e-04 0.941 0.0025 0.9325 0.3878 0.0014 0.0989 0.0977 0.0067 0.0082 0.0018 0.0042 0.0066 0.0264 0.0264 0.0015 0 0 0 1e-04 1e-04 0 0 1e-04 0 0 0.0108 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3e-04 0 9e-04 4e-04 2e-04 1e-04 9e-04 5e-04 3e-04 4e-04 0.0101 9e-04 0.0061 0.0096 0.016 0.0037 0.0017
"family" "Catabacteriaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Caulobacteraceae" 0 0 0 0 1e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Cellulomonadaceae" 0 0 0 0 0 0 0 0 0 0 1e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0011 0 3e-04 0 0 0 0 0 0 0 0 1e-04 0 0 0 0 0 0 0 1e-04 0 0 0 0 1e-04 0
"family" "Cellvibrionaceae" 0 0 0 0 0 0 0 0 0 0 0 1e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Chitinivibrionaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Chitinophagaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Chlamydiaceae" 0 0 0 0 0 0 0 3e-04 3e-04 1e-04 0 0 0 0 1e-04 1e-04 0 0 0 0 0 0 5e-04 1e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 1e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Chlorobiaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Chloroflexaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Chromatiaceae" 0 0 0 0 0 0 0.0014 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Chromobacteriaceae" 0 0.0012 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Chrysiogenaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Chthoniobacteraceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Clostridiaceae" 0.0019 4e-04 0 0 0 0 0 1e-04 1e-04 1e-04 0 0 0 4e-04 1e-04 1e-04 0 0 0 1e-04 0 0.0056 0 0.001 0 0 0 1e-04 6e-04 0.0174 0.001 0.0044 0.0045 0.0024 0.0025 0.0144 0.0023 0.0024 0.1212 0.0108 0.0116 0.0031 0.0046 0.0048 0 0 0 0 0 0 0 0 0 0 1e-04 0 0 1e-04 1e-04 2e-04 2e-04
"family" "Clostridiales Family XIII. Incertae Sedis" 0 0 0 0 0 0 0 0 0 0.0041 6e-04 0 3e-04 0.0019 3e-04 3e-04 1e-04 0 0 0 0 2e-04 0 0 0 0 0 0.0027 0 1e-04 0 0 0 0 0 1e-04 0 1e-04 1e-04 0 0 0 0 0 6e-04 0.0034 6e-04 3e-04 2e-04 0 0 1e-04 0 1e-04 0.0149 0.0013 0.0042 0.007 0.0055 0.0062 0.0322
"family" "Clostridiales Family XVII. Incertae Sedis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Colwelliaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Comamonadaceae" 0.0027 0 1e-04 0.0042 0 4e-04 0.0071 0 1e-04 0 2e-04 1e-04 0.0055 0.0011 0 1e-04 0.0043 1e-04 0 0 0 3e-04 0 0 0 0 0 0.001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0085 0.001 0.0011 0 1e-04 0.0025 4e-04 0.0087 0 0.0091 2e-04 0 0 0 1e-04 0 0
"family" "Coriobacteriaceae" 0 0 0 0 0 0 0 0 0 1e-04 0 0 0 0 0 0 0 0 0 0 0 2e-04 0 0 0 0 0 0 0 0.0017 0.001 4e-04 4e-04 1e-04 1e-04 0.0023 2e-04 1e-04 0.0017 3e-04 0.0037 4e-04 2e-04 2e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Corynebacteriaceae" 0.1689 0.1963 0.0252 0.13 0.029 0.0528 0.0421 0.0354 0.0362 0.0062 0.002 3e-04 0.1299 0.0188 9e-04 9e-04 0.031 1e-04 1e-04 0 0 2e-04 0 0 3e-04 0 0 0.0087 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1216 0.1106 0.4408 0.3576 0.062 0.2965 0.4008 0.3269 0.2157 0.3289 0.0074 0.0011 9e-04 1e-04 0.0019 1e-04 7e-04
"family" "Coxiellaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Criblamydiaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Cryomorphaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Cyclobacteriaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1e-04 1e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Cystobacteraceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Cytophagaceae" 0 0 0 0 0 0 0.0019 1e-04 1e-04 0 0 0 0 0 1e-04 2e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1e-04 1e-04 1e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Deferribacteraceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Defluviitaleaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Dehalococcoidaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Deinococcaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Dermabacteraceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"family" "Dermacoccaceae" 0 0 0 0 0 0 0 0 0 0 0 0 0 1e-04 0 0 2e-04 0 0 0 0 0 0 0 0 0 0 2e-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1e-04 2e-04 0 0 0 1e-04 0 0 0 3e-04 0 1e-04 2e-04 1e-04 5e-04 1e-04
