	source	target	weight	edge_sample	edcolor
2027	Actinomyces sp. oral taxon 175	Capnocytophaga sp. oral taxon 329	5.0	Supragingival_plaque	#ff964f
2028	Capnocytophaga sp. oral taxon 329	Actinomyces sp. oral taxon 414	3.0	Intertype	#cccccc
2029	Actinomyces sp. oral taxon 414	Capnocytophaga sp. oral taxon 329	3.0	Intertype	#cccccc
2030	Capnocytophaga sp. oral taxon 329	Actinomyces viscosus	4.0	Supragingival_plaque	#ff964f
2031	Actinomyces viscosus	Capnocytophaga sp. oral taxon 329	4.0	Supragingival_plaque	#ff964f
2032	Capnocytophaga sp. oral taxon 329	Capnocytophaga sp. oral taxon 326	4.0	Supragingival_plaque	#ff964f
2033	Capnocytophaga sp. oral taxon 326	Capnocytophaga sp. oral taxon 329	4.0	Supragingival_plaque	#ff964f
2034	Capnocytophaga sp. oral taxon 332	Actinomyces gerencseriae	3.0	Intertype	#cccccc
2035	Actinomyces gerencseriae	Capnocytophaga sp. oral taxon 332	3.0	Intertype	#cccccc
2036	Capnocytophaga sp. oral taxon 332	Actinomyces johnsonii	3.0	Intertype	#cccccc
2037	Actinomyces johnsonii	Capnocytophaga sp. oral taxon 332	3.0	Intertype	#cccccc
2038	Capnocytophaga sp. oral taxon 332	Capnocytophaga gingivalis	3.0	Supragingival_plaque	#ff964f
2039	Capnocytophaga gingivalis	Capnocytophaga sp. oral taxon 332	3.0	Supragingival_plaque	#ff964f
2040	Capnocytophaga sp. oral taxon 332	Capnocytophaga sp. CM59	3.0	Supragingival_plaque	#ff964f
2041	Capnocytophaga sp. CM59	Capnocytophaga sp. oral taxon 332	3.0	Supragingival_plaque	#ff964f
2042	Capnocytophaga sp. oral taxon 332	Capnocytophaga sp. oral taxon 323	3.0	Supragingival_plaque	#ff964f
2043	Capnocytophaga sp. oral taxon 323	Capnocytophaga sp. oral taxon 332	3.0	Supragingival_plaque	#ff964f
2044	Capnocytophaga sp. oral taxon 335	Actinobaculum sp. oral taxon 183	4.0	Supragingival_plaque	#ff964f
2045	Actinobaculum sp. oral taxon 183	Capnocytophaga sp. oral taxon 335	4.0	Supragingival_plaque	#ff964f
2046	Capnocytophaga sp. oral taxon 335	Capnocytophaga granulosa	3.0	Supragingival_plaque	#ff964f
2047	Capnocytophaga granulosa	Capnocytophaga sp. oral taxon 335	3.0	Supragingival_plaque	#ff964f
2048	Capnocytophaga sp. oral taxon 335	Capnocytophaga ochracea	6.0	Supragingival_plaque	#ff964f
